"","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","sale.date.d","gross.sqft","land.sqft"
"3269",2,"MOTT HAVEN/PORT MORRIS","01 ONE FAMILY DWELLINGS                    ","1",2287,18,NA,"A9","424 EAST 143RD STREET"," ",10454,"1","                  -  ","1","2,500","1,672",1901,1,"A9"," $450,000 ","10/26/2016",450000,2016-10-26,1672,2500
"3270",2,"MOTT HAVEN/PORT MORRIS","01 ONE FAMILY DWELLINGS                    ","1",2287,18,NA,"A9","424 EAST 143 STREET"," ",10454,"1","                  -  ","1","2,500","1,672",1901,1,"A9"," $35,000 ","6/2/2016",35000,2016-06-02,1672,2500
"3271",2,"MOTT HAVEN/PORT MORRIS","01 ONE FAMILY DWELLINGS                    ","1",2287,21,NA,"A5","432 EAST 143 STREET"," ",10454,"1","                  -  ","1","1,400","952",1899,1,"A5"," $420,000 ","5/4/2016",420000,2016-05-04,952,1400
"3272",2,"MOTT HAVEN/PORT MORRIS","01 ONE FAMILY DWELLINGS                    ","1",2288,87,NA,"A5","427 EAST 143 STREET"," ",10454,"1","                  -  ","1","1,500","1,840",1901,1,"A5"," $320,000 ","11/17/2016",320000,2016-11-17,1840,1500
"3274",2,"MOTT HAVEN/PORT MORRIS","01 ONE FAMILY DWELLINGS                    ","1",2296,12,NA,"A9","350 EAST 134TH STREET"," ",10454,"1","                  -  ","1","1,600","1,998",1901,1,"A9"," $866,666 ","7/20/2016",866666,2016-07-20,1998,1600
"3275",2,"MOTT HAVEN/PORT MORRIS","01 ONE FAMILY DWELLINGS                    ","1",2565,71,NA,"A5","733 EAST 136 STREET"," ",10454,"1","                  -  ","1","1,500","960",1920,1,"A5"," $300,000 ","5/17/2016",3e+05,2016-05-17,960,1500
"3276",2,"MOTT HAVEN/PORT MORRIS","01 ONE FAMILY DWELLINGS                    ","1",2565,72,NA,"S1","731 EAST 136 STREET"," ",10454,"1","1","2","4,000","1,760",1920,1,"S1"," $500,000 ","5/17/2016",5e+05,2016-05-17,1760,4000
"3277",2,"MOTT HAVEN/PORT MORRIS","01 ONE FAMILY DWELLINGS                    ","1",2571,30,NA,"A5","383 POWERS AVENUE"," ",10454,"1","                  -  ","1","1,810","1,104",1999,1,"A5"," $355,000 ","3/18/2016",355000,2016-03-18,1104,1810
"3278",2,"MOTT HAVEN/PORT MORRIS","01 ONE FAMILY DWELLINGS                    ","1",2577,1,NA,"A1","414 CONCORD AVENUE"," ",10455,"1","                  -  ","1","2,226","3,408",1931,1,"A1"," $725,000 ","5/25/2016",725000,2016-05-25,3408,2226
"3279",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2274,138,NA,"B2","529 EAST 147TH STREET"," ",10455,"2","                  -  ","2","2,981","2,280",1993,1,"B2"," $250,000 ","6/13/2016",250000,2016-06-13,2280,2981
"3280",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2278,17,NA,"B1","418 EAST 134 STREET"," ",10454,"2","                  -  ","2","1,667","2,160",1901,1,"B1"," $565,000 ","1/11/2017",565000,2017-01-11,2160,1667
"3282",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2280,80,NA,"B9","440 EAST 136TH STREET"," ",10454,"2","                  -  ","2","1,858","2,679",1899,1,"B9"," $640,000 ","9/9/2016",640000,2016-09-09,2679,1858
"3283",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2286,99,NA,"B3","439 EAST 141ST STREET"," ",10454,"2","                  -  ","2","1,875","2,160",1910,1,"B3"," $635,000 ","2/24/2016",635000,2016-02-24,2160,1875
"3284",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2286,112,NA,"B1","413 E 141ST STREET"," ",10454,"2","                  -  ","2","1,667","1,808",2005,1,"B1"," $560,000 ","8/8/2016",560000,2016-08-08,1808,1667
"3285",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2287,23,NA,"B3","436 EAST 143 STREET"," ",10454,"2","                  -  ","2","2,500","2,340",1899,1,"B3"," $480,000 ","8/15/2016",480000,2016-08-15,2340,2500
"3286",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2289,117,NA,"B2","430 EAST 145 STREET"," ",10454,"2","                  -  ","2","2,000","2,280",1990,1,"B2"," $335,000 ","11/23/2016",335000,2016-11-23,2280,2000
"3287",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2289,120,NA,"B2","436 EAST 145 STREET"," ",10454,"2","                  -  ","2","2,000","2,280",1990,1,"B2"," $525,000 ","5/16/2016",525000,2016-05-16,2280,2000
"3288",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2289,122,NA,"B2","440 EAST 145 STREET"," ",10454,"2","                  -  ","2","2,000","2,280",1990,1,"B2"," $510,000 ","12/19/2016",510000,2016-12-19,2280,2000
"3289",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2289,152,NA,"B2","415 BROOK AVENUE"," ",10454,"2","                  -  ","2","1,816","2,280",1994,1,"B2"," $537,000 ","4/22/2016",537000,2016-04-22,2280,1816
"3290",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2290,133,NA,"B2","466 EAST 146 STREET"," ",10455,"2","                  -  ","2","2,000","2,000",1991,1,"B2"," $435,000 ","4/7/2016",435000,2016-04-07,2000,2000
"3291",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2290,136,NA,"B2","472 EAST 146 STREET"," ",10455,"2","                  -  ","2","2,000","2,000",1991,1,"B2"," $500,000 ","11/29/2016",5e+05,2016-11-29,2000,2000
"3292",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2290,162,NA,"B2","449 EAST 145 STREET"," ",10454,"2","                  -  ","2","2,000","2,000",1991,1,"B2"," $491,000 ","1/11/2017",491000,2017-01-11,2000,2000
"3293",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2293,51,NA,"S2","444 EAST 149 STREET"," ",10455,"2","1","3","2,632","2,115",1931,1,"S2"," $500,000 ","3/22/2016",5e+05,2016-03-22,2115,2632
"3294",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2307,10,NA,"S2","362 EAST 146"," ",10455,"2","1","3","2,500","3,811",1901,1,"S2"," $10 ","8/31/2016",10,2016-08-31,3811,2500
"3295",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2314,75,NA,"B3","283 ALEXANDER AVE"," ",10454,"2","                  -  ","2","1,127","2,724",1899,1,"B3"," $680,000 ","6/1/2016",680000,2016-06-01,2724,1127
"3296",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2333,26,NA,"S2","2557 3 AVENUE"," ",10451,"2","1","3","786","2,251",1910,1,"S2"," $1,100,000 ","5/6/2016",1100000,2016-05-06,2251,786
"3297",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2551,119,NA,"B2","596 EAST 139 STREET"," ",10454,"2","                  -  ","2","2,000","2,280",2000,1,"B2"," $465,000 ","3/17/2016",465000,2016-03-17,2280,2000
"3298",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2552,123,NA,"B2","608 EAST 140 STREET"," ",10454,"2","                  -  ","2","2,000","2,280",2000,1,"B2"," $145,000 ","8/23/2016",145000,2016-08-23,2280,2000
"3299",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2555,112,NA,"B2","590 ST MARYS STREET"," ",10454,"2","                  -  ","2","2,368","2,340",2000,1,"B2"," $490,000 ","1/13/2017",490000,2017-01-13,2340,2368
"3301",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2562,33,NA,"B2","718 EAST 134 STREET"," ",10454,"2","                  -  ","2","1,775","2,448",1920,1,"B2"," $188,000 ","5/26/2016",188000,2016-05-26,2448,1775
"3302",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2562,72,NA,"B2","737 EAST 133 STREET"," ",10454,"2","                  -  ","2","1,667","1,658",1920,1,"B2"," $10 ","2/18/2016",10,2016-02-18,1658,1667
"3303",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2565,55,NA,"B1","748 EAST 137 STREET"," ",10454,"2","                  -  ","2","1,500","1,650",1920,1,"B1"," $425,000 ","12/16/2016",425000,2016-12-16,1650,1500
"3304",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2572,162,NA,"B2","702 ST MARYS STREET"," ",10454,"2","                  -  ","2","2,003","2,280",1999,1,"B2"," $480,000 ","2/18/2016",480000,2016-02-18,2280,2003
"3305",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2581,32,NA,"B9","527 TINTON AVENUE"," ",10455,"2","                  -  ","2","2,500","1,449",1910,1,"B9"," $418,000 ","9/23/2016",418000,2016-09-23,1449,2500
"3306",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2598,98,NA,"B2","311 LOCUST AVENUE"," ",10454,"2","                  -  ","2","1,658","1,392",1901,1,"B2"," $275,000 ","10/5/2016",275000,2016-10-05,1392,1658
"3307",2,"MOTT HAVEN/PORT MORRIS","02 TWO FAMILY DWELLINGS                    ","1",2600,101,NA,"B3","872 EAST 147TH STREET"," ",10455,"2","                  -  ","2","5,000","2,106",1901,1,"B3"," $900,000 ","9/12/2016",9e+05,2016-09-12,2106,5000
"3308",2,"MOTT HAVEN/PORT MORRIS","03 THREE FAMILY DWELLINGS                  ","1",2274,15,NA,"C0","526 EAST 148 STREET"," ",10455,"3","                  -  ","3","1,600","1,440",1960,1,"C0"," $350,000 ","11/23/2016",350000,2016-11-23,1440,1600
"3309",2,"MOTT HAVEN/PORT MORRIS","03 THREE FAMILY DWELLINGS                  ","1",2278,22,NA,"C0","428 EAST 134 ST"," ",10454,"3","                  -  ","3","1,717","2,160",1901,1,"C0"," $870,000 ","3/29/2016",870000,2016-03-29,2160,1717
"3310",2,"MOTT HAVEN/PORT MORRIS","03 THREE FAMILY DWELLINGS                  ","1",2283,120,NA,"C0","428 EAST 139 STREET"," ",10454,"3","                  -  ","3","2,000","3,120",2006,1,"C0"," $508,200 ","6/16/2016",508200,2016-06-16,3120,2000
"3311",2,"MOTT HAVEN/PORT MORRIS","03 THREE FAMILY DWELLINGS                  ","1",2283,121,NA,"C0","430A EAST 139 STREET"," ",10454,"3","                  -  ","3","2,000","3,120",2006,1,"C0"," $528,000 ","9/27/2016",528000,2016-09-27,3120,2000
"3312",2,"MOTT HAVEN/PORT MORRIS","03 THREE FAMILY DWELLINGS                  ","1",2285,19,NA,"C0","440 EAST 141 STREET"," ",10454,"3","                  -  ","3","2,038","2,700",1994,1,"C0"," $220,588 ","3/9/2016",220588,2016-03-09,2700,2038
"3314",2,"MOTT HAVEN/PORT MORRIS","03 THREE FAMILY DWELLINGS                  ","1",2296,13,NA,"C0","352 EAST 134TH STREET"," ",10454,"3","                  -  ","3","1,600","2,748",1901,1,"C0"," $866,666 ","7/20/2016",866666,2016-07-20,2748,1600
"3315",2,"MOTT HAVEN/PORT MORRIS","03 THREE FAMILY DWELLINGS                  ","1",2296,14,NA,"C0","354 EAST 134TH STREET"," ",10454,"3","                  -  ","3","1,600","2,304",1901,1,"C0"," $866,666 ","7/20/2016",866666,2016-07-20,2304,1600
"3317",2,"MOTT HAVEN/PORT MORRIS","03 THREE FAMILY DWELLINGS                  ","1",2329,160,NA,"C0","324 EAST 148 STREET"," ",10451,"3","                  -  ","3","1,630","3,300",2005,1,"C0"," $10 ","11/19/2016",10,2016-11-19,3300,1630
"3318",2,"MOTT HAVEN/PORT MORRIS","03 THREE FAMILY DWELLINGS                  ","1",2565,74,NA,"C0","727 EAST 136TH STREET"," ",10454,"3","                  -  ","3","2,500","3,150",1920,1,"C0"," $431,000 ","6/24/2016",431000,2016-06-24,3150,2500
"3321",2,"MOTT HAVEN/PORT MORRIS","03 THREE FAMILY DWELLINGS                  ","1",2581,33,NA,"C0","525 TINTON AVE"," ",10455,"3","                  -  ","3","2,500","3,609",1899,1,"C0"," $220,000 ","6/1/2016",220000,2016-06-01,3609,2500
"3408",2,"MOUNT HOPE/MOUNT EDEN","01 ONE FAMILY DWELLINGS                    ","1",2790,52,NA,"A5","1695 CLAY AVENUE"," ",10457,"1","                  -  ","1","1,813","1,904",1901,1,"A5"," $390,000 ","2/8/2016",390000,2016-02-08,1904,1813
"3409",2,"MOUNT HOPE/MOUNT EDEN","01 ONE FAMILY DWELLINGS                    ","1",2802,22,NA,"A1","232 MT. HOPE PLACE"," ",10457,"1","                  -  ","1","1,951","1,450",1901,1,"A1"," $205,000 ","10/13/2016",205000,2016-10-13,1450,1951
"3410",2,"MOUNT HOPE/MOUNT EDEN","01 ONE FAMILY DWELLINGS                    ","1",2808,74,NA,"A1","163 BUSH STREET"," ",10453,"1","                  -  ","1","2,202","2,631",1910,1,"A1"," $425,000 ","7/21/2016",425000,2016-07-21,2631,2202
"3412",2,"MOUNT HOPE/MOUNT EDEN","01 ONE FAMILY DWELLINGS                    ","1",2810,24,NA,"A1","240 EAST 178 STREET"," ",10457,"1","                  -  ","1","5,000","3,582",1930,1,"A1"," $1,215,000 ","2/4/2016",1215000,2016-02-04,3582,5000
"3413",2,"MOUNT HOPE/MOUNT EDEN","01 ONE FAMILY DWELLINGS                    ","1",2826,70,NA,"A5","107 EAST 175TH STREET"," ",10453,"1","                  -  ","1","1,700","1,516",1899,1,"A5"," $353,000 ","1/18/2017",353000,2017-01-18,1516,1700
"3415",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2792,8,NA,"B1","1656 WEEKS AVENUE"," ",10457,"2","                  -  ","2","1,900","2,440",1940,1,"B1"," $205,000 ","5/27/2016",205000,2016-05-27,2440,1900
"3419",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2799,40,NA,"B2","1767 CLAY AVENUE"," ",10457,"2","                  -  ","2","2,375","3,150",1901,1,"B2"," $599,000 ","12/13/2016",599000,2016-12-13,3150,2375
"3420",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2802,12,NA,"B3","208 MOUNT HOPE PLACE"," ",10457,"2","                  -  ","2","1,381","2,215",1901,1,"B3"," $610,000 ","11/21/2016",610000,2016-11-21,2215,1381
"3422",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2807,8,NA,"B9","1982 MORRIS AVENUE"," ",10453,"2","                  -  ","2","2,000","3,192",1899,1,"B9"," $438,000 ","3/28/2016",438000,2016-03-28,3192,2000
"3423",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2807,10,NA,"B9","1988 MORRIS AVE"," ",10453,"2","                  -  ","2","2,000","3,192",1899,1,"B9"," $499,999 ","12/16/2016",499999,2016-12-16,3192,2000
"3425",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2809,17,NA,"B3","222 ECHO PLACE"," ",10457,"2","                  -  ","2","2,750","3,164",1950,1,"B3"," $620,000 ","5/4/2016",620000,2016-05-04,3164,2750
"3427",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2809,19,NA,"B3","226 ECHO PLACE"," ",10457,"2","                  -  ","2","2,725","3,164",1950,1,"B3"," $530,000 ","5/4/2016",530000,2016-05-04,3164,2725
"3428",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2809,34,NA,"S2","1915 ANTHONY AVENUE"," ",10457,"2","1","3","2,375","4,832",1901,1,"S2"," $575,000 ","12/8/2016",575000,2016-12-08,4832,2375
"3430",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2814,58,NA,"B2","1988 ANTHONY AVE"," ",10457,"2","                  -  ","2","3,631","2,310",1899,1,"B2"," $650,000 ","12/8/2016",650000,2016-12-08,2310,3631
"3431",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2814,151,NA,"B9","1960 ANTHONY AVENUE"," ",10457,"2","                  -  ","2","2,158","4,290",1901,1,"B9"," $487,588 ","7/18/2016",487588,2016-07-18,4290,2158
"3432",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2819,25,NA,"B1","1565 SELWYN AVENUE"," ",10457,"2","                  -  ","2","2,970","3,166",1920,1,"B1"," $489,000 ","4/1/2016",489000,2016-04-01,3166,2970
"3434",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2820,61,NA,"B1","1505 MORRIS AVENUE"," ",10457,"2","                  -  ","2","3,135","3,216",1920,1,"B1"," $360,000 ","6/23/2016",360000,2016-06-23,3216,3135
"3435",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2829,33,NA,"B3","2008 WALTON AVENUE"," ",10453,"2","                  -  ","2","2,500","1,692",1899,1,"B3"," $475,000 ","11/29/2016",475000,2016-11-29,1692,2500
"3436",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2849,63,NA,"B1","1728 TOWNSEND AVENUE"," ",10453,"2","                  -  ","2","3,117","4,032",1920,1,"B1"," $352,000 ","10/20/2016",352000,2016-10-20,4032,3117
"3440",2,"MOUNT HOPE/MOUNT EDEN","02 TWO FAMILY DWELLINGS                    ","1",2891,73,NA,"B2","1823 ANTHONY AVENUE"," ",10457,"2","                  -  ","2","2,250","2,548",1901,1,"B2"," $125,000 ","4/18/2016",125000,2016-04-18,2548,2250
"3441",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2796,39,NA,"C0","1773 WEEKS AVENUE"," ",10457,"3","                  -  ","3","3,332","2,640",1930,1,"C0"," $325,000 ","6/27/2016",325000,2016-06-27,2640,3332
"3443",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2797,33,NA,"C0","1787 MONROE AVENUE"," ",10457,"3","                  -  ","3","2,375","3,900",2007,1,"C0"," $470,000 ","6/20/2016",470000,2016-06-20,3900,2375
"3444",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2798,21,NA,"C0","1768 MONROE AVENUE"," ",10457,"3","                  -  ","3","2,375","3,747",1901,1,"C0"," $125,000 ","7/22/2016",125000,2016-07-22,3747,2375
"3445",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2798,21,NA,"C0","1768 MONROE AVE"," ",10457,"3","                  -  ","3","2,375","3,747",1901,1,"C0"," $507,000 ","7/22/2016",507000,2016-07-22,3747,2375
"3446",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2799,17,NA,"C0","1762 TOPPING"," ",10457,"3","                  -  ","3","1,900","3,474",1899,1,"C0"," $390,101 ","9/14/2016",390101,2016-09-14,3474,1900
"3447",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2800,44,NA,"C0","1821 TOPPING AVENUE"," ",10457,"3","                  -  ","3","1,926","3,008",1899,1,"C0"," $577,000 ","3/15/2016",577000,2016-03-15,3008,1926
"3448",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2800,63,NA,"C0","234 EAST 176 STREET"," ",10457,"3","                  -  ","3","1,608","2,377",1899,1,"C0"," $390,000 ","4/12/2016",390000,2016-04-12,2377,1608
"3449",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2800,77,NA,"C0","269 EAST 175TH STREET"," ",10457,"3","                  -  ","3","2,375","3,300",1899,1,"C0"," $585,000 ","11/21/2016",585000,2016-11-21,3300,2375
"3450",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2804,45,NA,"C0","247 MT HOPE PLACE"," ",10457,"3","                  -  ","3","2,000","3,528",1899,1,"C0"," $197,000 ","2/10/2016",197000,2016-02-10,3528,2000
"3452",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2812,1,NA,"C0","225 EAST 179 STREET"," ",10457,"3","                  -  ","3","4,250","3,038",1910,1,"C0"," $999,999 ","6/30/2016",999999,2016-06-30,3038,4250
"3454",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2829,15,NA,"C0","1995 MORRIS AVENUE"," ",10453,"3","                  -  ","3","1,600","3,132",1899,1,"C0"," $290,000 ","2/18/2016",290000,2016-02-18,3132,1600
"3455",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2829,21,NA,"C0","1979 MORRIS AVE"," ",10453,"3","                  -  ","3","2,000","3,432",1899,1,"C0"," $445,000 ","9/1/2016",445000,2016-09-01,3432,2000
"3456",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2849,38,NA,"C0","1705 TOWNSEND AVENUE"," ",10453,"3","                  -  ","3","2,250","3,900",1920,1,"C0"," $650,000 ","12/13/2016",650000,2016-12-13,3900,2250
"3457",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2849,38,NA,"C0","1705 TOWNSEND AVENUE"," ",10453,"3","                  -  ","3","2,250","3,900",1920,1,"C0"," $376,000 ","7/20/2016",376000,2016-07-20,3900,2250
"3458",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2852,36,NA,"C0","21 MOUNT HOPE PLACE"," ",10453,"3","                  -  ","3","3,125","3,399",1930,1,"C0"," $10,000 ","12/26/2016",10000,2016-12-26,3399,3125
"3459",2,"MOUNT HOPE/MOUNT EDEN","03 THREE FAMILY DWELLINGS                  ","1",2888,37,NA,"C0","370 EAST 173 STREET"," ",10457,"3","                  -  ","3","1,344","2,508",1901,1,"C0"," $10 ","4/15/2016",10,2016-04-15,2508,1344
"3506",2,"PARKCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3901,1,NA,"A1","1400 THERIOT AVE"," ",10460,"1","                  -  ","1","2,500","960",1925,1,"A1"," $350,000 ","7/1/2016",350000,2016-07-01,960,2500
"3507",2,"PARKCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3918,51,NA,"A1","1511 ST LAWRENCE AVENUE"," ",10460,"1","                  -  ","1","2,375","1,614",1920,1,"A1"," $449,000 ","11/1/2016",449000,2016-11-01,1614,2375
"3508",2,"PARKCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3919,7,NA,"A1","1516 ST LAWRENCE"," ",10460,"1","                  -  ","1","2,375","2,025",1920,1,"A1"," $411,000 ","8/10/2016",411000,2016-08-10,2025,2375
"3509",2,"PARKCHESTER","01 ONE FAMILY DWELLINGS                    ","1",3931,34,NA,"A1","1978 MC GRAW AVENUE"," ",10462,"1","                  -  ","1","2,190","1,665",1920,1,"A1"," $325,000 ","9/19/2016",325000,2016-09-19,1665,2190
